classe;cote_range;description
N;N6545.5.A-Z;Special aspects or movements, A-Z
N;N6545.6;General works
N;N6545.65.A-Z;Special aspects or movements, A-Z
N;N6555;General works
N;N6555.5.A-Z;Special aspects or movements, A-Z
N;N6555.6;General works
N;N6555.65.A-Z;Special aspects or movements, A-Z
N;N6560.2;20th century
N;N6573.2;General works
N;N6573.5.A-Z;Special aspects or movements, A-Z
N;N6576.2;General works
N;N6576.5.A-Z;Special aspects or movements, A-Z
N;N6576.7;General works
N;N6576.8.A-Z;Special aspects or movements, A-Z
N;N6582.2;General works
N;N6582.5.A-Z;Special aspects or movements, A-Z
N;N6603.2;General works
N;N6603.5.A-Z;Special aspects or movements, A-Z
N;N6603.6;General works
N;N6603.7.A-Z;Special aspects or movements, A-Z
N;N6606.2;General works
N;N6606.5.A-Z;Special aspects or movements, A-Z
N;N6606.6;General works
N;N6606.65.A-Z;Special aspects or movements, A-Z
N;N6609;General
N;N6610.A-Z;Local, A-Z
N;N6611.A-Z;Special artists, A-Z
N;N6612.2;General works
N;N6612.5.A-Z;Special aspects or movements, A-Z
N;N6635;General works
N;N6635.5.A-Z;Special aspects or movements, A-Z
N;N6635.6;General works
N;N6635.65.A-Z;Special aspects or movements, A-Z
N;N6655;General works
N;N6655.5.A-Z;Special aspects or movements, A-Z
N;N6655.6;General works
N;N6655.65.A-Z;Special aspects or movements, A-Z
N;N6665;General works
N;N6665.5.A-Z;Special aspects or movements, A-Z
N;N6675;General works
N;N6675.5.A-Z;Special aspects or movements, A-Z
N;N6675.6;General works
N;N6675.65.A-Z;Special aspects or movements, A-Z
N;N6685;General works
N;N6685.5.A-Z;Special aspects or movements, A-Z
N;N6713;General works
N;N6713.5.A-Z;Special aspects or movements, A-Z
N;N6715;General works
N;N6715.5.A-Z;Special aspects or movements, A-Z
N;N6730;General works
N;N6730.5.A-Z;Special aspects or movements, A-Z
N;N6734;General works
N;N6734.5.A-Z;Special aspects or movements, A-Z
N;N6735;General works
N;N6735.5.A-Z;Special aspects or movements, A-Z
N;N6756;General works
N;N6756.5.A-Z;Special aspects or movements, A-Z
N;N6757;General works
N;N6757.5.A-Z;Special aspects or movements, A-Z
N;N6758;General works
N;N6758.5.A-Z;Special aspects or movements, A-Z
N;N6758.6;General works
N;N6758.65.A-Z;Special aspects or movements, A-Z
N;N6766;General works
N;N6766.5.A-Z;Special aspects or movements, A-Z
N;N6767;General works
N;N6767.5.A-Z;Special aspects or movements, A-Z
N;N6768;General works
N;N6768.5.A-Z;Special aspects or movements, A-Z
N;N6768.6;General works
N;N6768.65.A-Z;Special aspects or movements, A-Z
N;N6779;General works
N;N6779.5.A-Z;Special aspects or movements, A-Z
N;N6788;General works
N;N6788.5.A-Z;Special aspects or movements, A-Z
N;N6789;General works
N;N6789.5.A-Z;Special aspects or movements, A-Z
N;N6805;General works
N;N6805.5.A-Z;Special aspects or movements, A-Z
N;N6806;General works
N;N6806.5.A-Z;Special aspects or movements, A-Z
N;N6807;General works
N;N6807.5.A-Z;Special aspects or movements, A-Z
N;N6808;General works
N;N6808.5.A-Z;Special aspects or movements, A-Z
N;N6819;General works
N;N6819.5.A-Z;Special aspects or movements, A-Z
N;N6820;General works
N;N6820.5.A-Z;Special aspects or movements, A-Z
N;N6820.6;General works
N;N6820.65.A-Z;Special aspects or movements, A-Z
N;N6828;General works
N;N6828.5.A-Z;Special aspects or movements, A-Z
N;N6830;General works
N;N6830.5.A-Z;Special aspects or movements, A-Z
N;N6831;General works
N;N6831.5.A-Z;Special aspects or movements, A-Z
N;N6845;General works
N;N6845.5.A-Z;Special aspects, A-Z
N;N6846;General works
N;N6846.5.A-Z;Special aspects or movements, A-Z
N;N6847;General works
N;N6847.5.A-Z;Special aspects or movements, A-Z
N;N6848;General works
N;N6848.5.A-Z;Special aspects or movements, A-Z
N;N6848.6;General works
N;N6848.65.A-Z;Special aspects or movements, A-Z
N;N6850;Paris
N;N6853.A-Z;Special artists, A-Z
N;N6865;General works
N;N6865.5.A-Z;Special aspects or movements, A-Z
N;N6866;General works
N;N6866.5.A-Z;Special aspects or movements, A-Z
N;N6867;General works
N;N6867.5.A-Z;Special aspects or movements, A-Z
N;N6868;General works
N;N6868.5.A-Z;Special aspects or movements, A-Z
N;N6868.6;General works
N;N6868.65.A-Z;Special aspects or movements, A-Z
N;N6896;General works
N;N6896.5.A-Z;Special aspects or movements, A-Z
N;N6897;General works
N;N6897.5.A-Z;Special aspects or movements, A-Z
N;N6898;General works
N;N6898.5.A-Z;Special aspects or movements, A-Z
N;N6898.6;General works
N;N6898.65.A-Z;Special aspects or movements, A-Z
N;N6915;General works
N;N6915.5.A-Z;Special aspects or movements, A-Z
N;N6916;General works
N;N6916.5.A-Z;Special aspects or movements, A-Z
N;N6917;General works
N;N6917.5.A-Z;Special aspects or movements, A-Z
N;N6918;General works
N;N6918.5.A-Z;Special aspects or movements, A-Z
N;N6918.6;General works
N;N6918.65.A-Z;Special aspects or movements, A-Z
N;N6923.A-Z;Special artists, A-Z
N;N6945;General works
N;N6945.5.A-Z;Special aspects or movements, A-Z
N;N6946;General works
N;N6946.5.A-Z;Special aspects or movements, A-Z
N;N6947;General works
N;N6947.5.A-Z;Special aspects or movements, A-Z
N;N6948;General works
N;N6948.5.A-Z;Special aspects or movements, A-Z
N;N6953.A-Z;Special artists, A-Z
N;N6967;General works
N;N6967.5.A-Z;Special aspects or movements, A-Z
N;N6968;General works
N;N6968.5.A-Z;Special aspects or movements, A-Z
N;N6968.6;General works
N;N6968.65.A-Z;Special aspects or movements, A-Z
N;N6973.A-Z;Special artists, A-Z
N;N6986;General works
N;N6986.5.A-Z;Special aspects or movements, A-Z
N;N6987;General works
N;N6987.5.A-Z;Special aspects or movements, A-Z
N;N6988;General works
N;N6988.3;Artistic collaboration. Artist couples
N;N6988.5.A-Z;Special aspects or movements, A-Z
N;N6989;General works
N;N6989.5.A-Z;Special aspects or movements, A-Z
N;N7007;General works
N;N7007.5.A-Z;Special aspects or movements, A-Z
N;N7008;General works
N;N7008.5.A-Z;Special aspects or movements, A-Z
N;N7016;General works
N;N7016.5.A-Z;Special aspects or movements, A-Z
N;N7017;General works
N;N7017.5.A-Z;Special aspects or movements, A-Z
N;N7018;General works
N;N7018.5.A-Z;Special aspects or movements, A-Z
N;N7018.6;General works
N;N7018.65.A-Z;Special aspects or movements, A-Z
N;N7067;General works
N;N7067.5.A-Z;Special aspects or movements, A-Z
N;N7068;General works
N;N7068.5.A-Z;Special aspects or movements, A-Z
N;N7086;General works
N;N7086.5.A-Z;Special aspects or movements, A-Z
N;N7088;General works
N;N7088.5.A-Z;Special aspects or movements, A-Z
N;N7105;General works
N;N7105.5.A-Z;Special aspects or movements, A-Z
N;N7106;General works
N;N7106.5.A-Z;Special aspects or movements, A-Z
N;N7107;General works
N;N7107.5.A-Z;Special aspects or movements, A-Z
N;N7108;General works
N;N7108.5.A-Z;Special aspects or movements, A-Z
N;N7108.6;General works
N;N7108.65.A-Z;Special aspects or movements, A-Z
N;N7125;General works
N;N7125.5.A-Z;Special aspects or movements, A-Z
N;N7126;General works
N;N7126.5.A-Z;Special aspects or movements, A-Z
N;N7127;General works
N;N7127.5.A-Z;Special aspects or movements, A-Z
N;N7128;General works
N;N7128.5.A-Z;Special aspects or movements, A-Z
N;N7128.6;General works
N;N7128.65.A-Z;Special aspects or movements, A-Z
N;N7146;General works
N;N7146.5.A-Z;Special aspects or movements, A-Z
N;N7147;General works
N;N7147.5.A-Z;Special aspects or movements, A-Z
N;N7148;General works
N;N7148.5.A-Z;Special aspects or movements, A-Z
N;N7148.6;General works
N;N7148.65.A-Z;Special aspects or movements, A-Z
N;N7153.A-Z;Special artists, A-Z
N;N7166;General works
N;N7166.5.A-Z;Special aspects or movements, A-Z
N;N7168;General works
N;N7168.5.A-Z;Special aspects or movements, A-Z
N;N7187;General works
N;N7187.5.A-Z;Special aspects or movements, A-Z
N;N7188;General works
N;N7188.5.A-Z;Special aspects or movements, A-Z
N;N7227;General works
N;N7227.5.A-Z;Special aspects or movements, A-Z
N;N7228;General works
N;N7228.5.A-Z;Special aspects or movements, A-Z
N;N7247;General works
N;N7247.5.A-Z;Special aspects or movements, A-Z
N;N7248;General works
N;N7248.5.A-Z;Special aspects or movements, A-Z
N;N7277-7279;Israel. Palestine
N;N7277.5.A-Z;Special aspects, A-Z
N;N7280-7289;Iran. Persia
N;N7285.5.A-Z;Special aspects or movements, A-Z
N;N7304;General works
N;N7304.5.A-Z;Special aspects or movements
N;N7305;General works
N;N7305.5.A-Z;Special aspects or movements, A-Z
N;N7327;General works
N;N7327.15;General works
N;N7327.17.A-Z;Special aspects, A-Z
N;N7327.2;General works
N;N7327.5.A-Z;Special aspects or movements, A-Z
N;N7327.6;General works
N;N7327.7.A-Z;Special aspects or movements, A-Z
N;N7343.5;General works
N;N7343.53.A-Z;Special aspects or movements, A-Z
N;N7345;General works
N;N7345.5.A-Z;Special aspects or movements, A-Z
N;N7345.6;General works
N;N7345.65.A-Z;Special aspects or movements, A-Z
N;N7353.3;General works
N;N7353.35.A-Z;Special aspects or movements, A-Z
N;N7353.4;General works
N;N7353.44.A-Z;Special aspects or movements, A-Z
N;N7353.5;General works
N;N7353.6.A-Z;Special aspects or movements, A-Z
N;N7354;General works
N;N7354.5;General works
N;N7354.6.A-Z;Special aspects or movements, A-Z
N;N7355;General works
N;N7355.3;General works
N;N7355.35.A-Z;Special aspects or movements, A-Z
N;N7355.5.A-Z;Special aspects or movements, A-Z
N;N7365.5.A-Z;Special aspects or movements, A-Z
N;N7365.6;General works
N;N7365.65.A-Z;Special aspects or movements, A-Z
N;N7381.7;General works
N;N7381.75.A-Z;Special aspects or movements, A-Z
N;N7382;Coptic art
N;N7392;General works
N;N7392.2;General works
N;N7392.5.A-Z;Special aspects or movements, A-Z
N;N7400;General works
N;N7400.15;General works
N;N7400.17.A-Z;Special aspects or movements, A-Z
N;N7400.2;General works
N;N7400.5.A-Z;Special aspects or movements, A-Z
N;N7400.65.A-Z;Special aspects or movements, A-Z
N;N7406.5;General works
N;N7406.6.A-Z;Special aspects or movements, A-Z
N;N7406.7;General works
N;N7406.75.A-Z;Special aspects or movements, A-Z
N;N7414.5;Carmelite art
N;N7414.75.A-Z;United States. By city and museum, A-Z
N;N7414.8.A-Z;Other countries. By country and city, A-Z
N;N7414.9.A-Z;Private collections. By collector, A-Z
N;N7415;General works
N;N7416;General special
N;N7417;General works
N;N7417.3;Middle ages
N;N7417.5;16th-18th centuries
N;N7417.6;19th-20th centuries
N;N7417.7;21st century
N;N7418;Jewish artists (Collective biography)
N;N7420;Early works to 1800
N;N7424;Polyglot
N;N7425;English
N;N7425.3;French
N;N7425.4;German
N;N7425.5;Italian
N;N7425.55;Russian
N;N7425.6;Spanish and Portuguese
N;N7425.8.A-Z;Other languages, A-Z
N;N7428;General special
N;N7428.5;Comparative art
N;N7429;Influences of Oriental, or Islamic art on Western art, and vice versa
N;N7429.2;Extraterrestrial influences
N;N7429.3;Dissident art (General)
N;N7429.4;Ethnic art (General)
N;N7429.5;Popular culture
N;N7429.7;Early works through 1800
N;N7430;1801-
N;N7430.5;General special
N;N7430.7;Space as an element in visual art
N;N7431;General works
N;N7431.5;General special
N;N7432;General works
N;N7432.3;General special
N;N7432.5.A-Z;Special styles, A-Z
N;N7432.7;Color
N;N7433;Popular manuals
N;N7433.2;Abject art
N;N7433.3;General works
N;N7433.35.A-Z;Special regions or countries, A-Z
N;N7433.38.A-Z;Special aspects or movements, A-Z
N;N7433.4.A-Z;Special artists, A-Z
N;N7433.5;Artists' preparatory studies
N;N7433.6;Anamorphic art
N;N7433.65;Artists' films
N;N7433.7;Assemblage. Collage. Found objects
N;N7433.8;General works
N;N7433.83;Study and teaching
N;N7433.84.A-Z;Special regions or countries, A-Z
N;N7433.85.A-Z;Special artists, A-Z
N;N7433.88;Featherwork
N;N7433.9;Fiberwork
N;N7433.915;Interactive art
N;N7433.92;Multimedia art
N;N7433.93;Narrative art
N;N7433.94;New media art
N;N7433.95;Plastic art
N;N7433.96;Screens
N;N7433.97;Tableaux
N;N7433.975;Tondi
N;N7433.98;Triptychs
N;N7433.985;Walking
N;N7436.5;General works
N;N7436.52.A-Z;By region or country, A-Z
N;N7436.53.A-Z;By special artists, A-Z
N;N7437;Small art works
N;N7438;Popular works
N;N7440;Juvenile works
N;N7442;Polyglot
N;N7442.2;English
N;N7442.3;French
N;N7442.4;German
N;N7442.5;Italian
N;N7442.6;Spanish
N;N7442.8.A-Z;Other languages, A-Z
N;N7443;Polyglot
N;N7443.2;English
N;N7443.3;French
N;N7443.4;German
N;N7443.5;Italian
N;N7443.6;Spanish
N;N7443.8.A-Z;Other languages, A-Z
N;N7445;Polyglot
N;N7445.2;English
N;N7445.3;French
N;N7445.4;German
N;N7445.5;Italian
N;N7445.6;Spanish
N;N7445.8.A-Z;Other languages, A-Z
N;N7452;Several authors
N;N7460;Anecdotes and curiosities of art and artists
N;N7470;Facetiae
N;N7475;General works
N;N7476;General special
N;N7477;Popular works on art appreciation
N;N7479;Book reviews
N;N7480;Historiography
N;N7482;General
N;N7482.5;Women
N;N7483.A-Z;Individual, A-Z
N;N7485.A-Z;By region or country, A-Z
N;N7510;Periodicals
N;N7511;Folios
N;N7520;General collections
N;N7521;Folios
N;N7525;Indexes to illustrations (General). Repertoires
N;N7560;Choice of subject. Titles. Themes and motives
N;N7565;Iconography. Iconology
N;N7570;General works
N;N7572;Nude in art
N;N7573;Female nude in art
N;N7573.3;Faces in art. Heads in art
N;N7574;Artists' models
N;N7574.4;United States
N;N7574.5.A-Z;Other regions or countries, A-Z
N;N7575;General works
N;N7580;General works
N;N7582;Egyptian
N;N7585;General works
N;N7586;General works
N;N7587.A-Z;Special, A-Z
N;N7588;General works
N;N7589.A-Z;Special, A-Z
N;N7591.A-Z;Other, A-Z
N;N7592;General works
N;N7592.2;16th century
N;N7592.3;17th century
N;N7592.4;18th century
N;N7592.5;19th century
N;N7592.6;20th century
N;N7592.8;America
N;N7593;General works
N;N7593.1;17th-18th centuries
N;N7593.2;19th century
N;N7593.3;20th century
N;N7593.4;21st century
N;N7593.5;New England
N;N7593.6;South
N;N7593.65;Central
N;N7593.7;West
N;N7593.75;Pacific States
N;N7593.9.A-Z;Cities, A-Z
N;N7594;General works
N;N7595.A-Z;Special, A-Z
N;N7595.5;General works
N;N7596;Mexico
N;N7596.7;Central America
N;N7596.8;South America
N;N7597.A-Z;Special countries, A-Z
N;N7597.5;General works
N;N7598;General works
N;N7598.2;England
N;N7598.4;Wales
N;N7599;Scotland
N;N7600;Ireland
N;N7602;Austria
N;N7603;Belgium
N;N7604;France
N;N7605;Germany
N;N7606;Italy
N;N7607;Netherlands
N;N7608;Russia
N;N7609;General works
N;N7610.A-Z;Special countries, A-Z
N;N7611;General works
N;N7611.2;Spain
N;N7612;Portugal
N;N7613;Switzerland
N;N7613.5;Yugoslavia
N;N7614.A-Z;Other European countries, A-Z
N;N7614.5;General works
N;N7615.A-Z;Special countries, A-Z
N;N7615.2;General works
N;N7615.25;Sub-Saharan Africa
N;N7615.3.A-Z;Special countries, A-Z
N;N7615.4;Australia
N;N7615.5;New Zealand
N;N7615.9.A-Z;Other countries, A-Z
N;N7616;Portrait miniatures
N;N7618;General works
N;N7619;General works
N;N7619.2.A-Z;Local, A-Z
N;N7619.5.A-Z;Other regions or countries, A-Z
N;N7620;Indexes of portraits (General)
N;N7621.A-Z;United States. By city and institution, A-Z
N;N7621.2.A-Z;Other countries. By country and city, A-Z
N;N7622.A-Z;United States. By collector, A-Z
N;N7622.2.A-Z;Other countries. By country and collector, A-Z
N;N7623.A-Z;United States. By city and museum or other place of exhibition, A-Z
N;N7623.2.A-Z;Other countries. By country and city, A-Z
N;N7624.A-Z;Dealers' catalogs. By dealer, A-Z
N;N7624.5.A-Z;Auction catalogs. By firm, A-Z
N;N7625.5;General works
N;N7626;General works
N;N7627;General works
N;N7628.A-Z;Individual, A-Z
N;N7629.A-Z;United States. By city and museum or other place of exhibition, A-Z
N;N7629.2.A-Z;Other countries. By country and city, A-Z
N;N7630;General works
N;N7632;Minor collections, picture books, etc.
N;N7633;General works
N;N7634;American
N;N7635;English
N;N7638.A-Z;Other countries, A-Z
N;N7639.A-Z;Individual, A-Z
N;N7640;General works
N;N7642;Minor collections, picture books, etc.
N;N7643;General works
N;N7644;American
N;N7645;English
N;N7648.A-Z;Other countries, A-Z
N;N7649.A-Z;Individual, A-Z
N;N7650;General works
N;N7660;General works
N;N7662;Minor collections, picture books, etc.
N;N7663;Dinosaurs. Extinct animals. Prehistoric animals. Fossil animals
N;N7665;General works
N;N7666.A-Z;Special birds, A-Z
N;N7668.A-Z;Other animals, A-Z
N;N7680;Plants. Trees. Flowers
N;N7690;Devices
N;N7710;General works
N;N7725.A-Z;Other, A-Z
N;N7740;General works
N;N7742.A-Z;Special artists, A-Z
N;N7745.A-Z;Special, A-Z
N;N7750;Fables
N;N7760;General works
N;N7763.A-Z;Special subjects, A-Z
N;N7780;Proverbs
N;N7790;General works
N;N7793.A-Z;Special subjects, A-Z
N;N7810;Periodicals
N;N7820;Societies
N;N7820.5;Congresses
N;N7821;Catalogs (General)
N;N7822.A-Z;United States. By institution, A-Z
N;N7823.A-Z;Other countries. By country and city, A-Z
N;N7824.A-Z;United States. By collector, A-Z
N;N7824.2.A-Z;Other countries. By country and collector, A-Z
N;N7824.4.A-Z;United States. By city and museum or other place of exhibition, A-Z
N;N7824.5.A-Z;Other countries. By country and city, A-Z
N;N7825;Dictionaries
N;N7826.A-Z;Special firms, A-Z
N;N7828.A-Z;Dealers' catalogs. By dealer, A-Z
N;N7829;Sources
N;N7829.5;Study and teaching
N;N7830;General works
N;N7831;General special
N;N7832;Early Christian
N;N7840;Art of the catacombs
N;N7850;General works
N;N7852.5;Byzantine
N;N7853;Romanesque
N;N7853.5;Cistercian
N;N7854;Franciscan
N;N7857;Gothic
N;N7860;General works
N;N7862;Renaissance. Reformation. 15th and 16th centuries
N;N7865;17th century
N;N7870;18th century
N;N7875;19th century
N;N7880;20th century
N;N7901-7996.3;Special regions or countries (Table N1)
N;N8001.A-Z;Special denominations, A-Z
N;N8010;General works
N;N8012.A-Z;Special, A-Z
N;N8020;General works
N;N8023;Before 1700
N;N8025;1701-1820
N;N8026;1820-1875
N;N8027;1875-1965
N;N8028;1965-
N;N8030;General works
N;N8033;Before 1700
N;N8035;1701-1820
N;N8036;1820-1875
N;N8037;1875-1965
N;N8038;1965-
N;N8038.3;Creation in art
N;N8038.5;Apocalyptic art
N;N8040;God in art
N;N8045;Trinity in art
N;N8050;General works
N;N8051;Miracles
N;N8052;The Good Shepherd and similar figures in ancient art
N;N8052.4;General works
N;N8052.5;Mount of Olives
N;N8053;The crucifixion and the crucifix
N;N8053.2;Descent from the cross
N;N8053.5;Entombment. Holy Sepulcher in art
N;N8053.7;Descent into hell. Resurrection
N;N8054;Lord's Supper. Eucharist
N;N8055;Holy Spirit
N;N8060;Nativity. Holy Family
N;N8061;Star of Bethlehem
N;N8063;Adoration of the magi
N;N8064;Flight into Egypt
N;N8065;Crèches. Christmas crib
N;N8066;Temple visit at age twelve. Christ among the doctors
N;N8070;Madonna. Mary, Blessed Virgin
N;N8079.5;General works
N;N8080.A-Z;Special apostles or saints, A-Z
N;N8090;Angels
N;N8110;Bible characters
N;N8120;Last Judgment. Judgment Day. Second Advent
N;N8140;Devil
N;N8150;Heaven. Hell. Purgatory
N;N8160;Nimbus, aureola, etc.
N;N8180;Other (not A-Z)
N;N8185;Special works
N;N8185.5;Periodicals
N;N8186.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
N;N8187;General works
N;N8187.5;General special
N;N8188;Technique of icon painting
N;N8188.5;Study and teaching
N;N8189.A-Z;Special countries, A-Z
N;N8189.3.A-Z;Special subjects, A-Z
N;N8189.5.A-Z;Special icon painters, A-Z
N;N8189.6.A-Z;Special icons. By name, A-Z
N;N8190;General works
N;N8191.A-Z;By region or country, A-Z
N;N8193;Buddhist (Table N11)
N;N8193.2;Gautama Buddha in art
N;N8193.3.A-Z;Other, A-Z
N;N8194;Shinto (Table N11)
N;N8195;Hindu (Table N11)
N;N8195.3.A-Z;Special subjects or topics, A-Z
N;N8199.A-Z;Other religions, A-Z
N;N8205;Pastoral art
N;N8210;Historical subjects
N;N8212;Humorous art. Wit and humor in art
N;N8213;General works
N;N8214;Indexes of views, etc.
N;N8214.5.A-Z;By region or country, A-Z
N;N8215;Literary subjects. Scenes from the works of great authors
N;N8217;A - Industry
N;N8218;Industry
N;N8219;Industry - Love
N;N8220;Love
N;N8221;Love - Lz
N;N8222;M - Med
N;N8223;Medicine
N;N8224;Med - Mi
N;N8225;Mo - Mur
N;N8229;National characteristics
N;N8230;Naval and marine. Ships in art
